task_id,gt_category,gt_rule_id,gt_function,objective_score,patch_commit,patch_available,patch_status,patch_url,patch_cache_path,patch_bytes,patch_sha256,patch_error,api_terms,protection_terms,vuln_terms,api_parent_hits,vuln_parent_hits,upstream_protection_hits,added_protection_hits,removed_protection_hits,parent_exposure_signal,upstream_protection_signal,directional_gain,oracle_validated
CVE-2023-29202,XSS (Cross-Site Scripting),"org.xwiki.rendering.block.AbstractBlock.setParameter:void(java.lang.String,java.lang.String)",setParameter,13.25,https://github.com/xwiki/xwiki-platform/commit/5c7ebe47c2897e92d8f04fe2e15027e84dc3ec03,True,downloaded,https://github.com/xwiki/xwiki-platform/commit/5c7ebe47c2897e92d8f04fe2e15027e84dc3ec03.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/5c7ebe47c2897e92d8f04fe2e15027e84dc3ec03.patch_ca0fbf3141cd3cc3.patch,21012,ee636b5d88780cac64ce8cf695d7089063d6f1f3b558925b6b3db1c9289a7f39,,abstract;block;rendering;xwiki,encode;escape;html;sanitize;script;xss,encode;escape;html;sanitize;script;xss,3,2,2,2,2,True,True,False,False
CVE-2023-33202,Resource Exhaustion (Denial of Service),org.bouncycastle.asn1.ASN1Set.toDERObject:org.bouncycastle.asn1.ASN1Primitive(),toDERObject,10.5,https://github.com/bcgit/bc-java/commit/0c576892862ed41894f49a8f639112e8d66d229c,True,downloaded,https://github.com/bcgit/bc-java/commit/0c576892862ed41894f49a8f639112e8d66d229c.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/0c576892862ed41894f49a8f639112e8d66d229c.patch_0c5190c7398d6385.patch,4986,682e52943dd25687d9deacc7ef73f02460e27bffd9ea16a7a534f6ae2187175b,,asn1;asn1primitive;asn1set;bouncycastle;derobject,,asn1set;encode,5,1,0,0,0,True,False,False,False
CVE-2023-34040,Deserialization of Untrusted Data,java.io.ObjectInput.readObject:java.lang.Object(),readObject,10.25,https://github.com/spring-projects/spring-kafka/commit/25ac793a78725e2ca4a3a2888a1506a4bfcf0c9d,True,downloaded,https://github.com/spring-projects/spring-kafka/commit/25ac793a78725e2ca4a3a2888a1506a4bfcf0c9d.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/25ac793a78725e2ca4a3a2888a1506a4bfcf0c9d.patch_9586b4435b0abfb7.patch,29953,52cf0a1139e088cc6a052ed8d4b6c8ed5e29be4c704e230bb749689db4bfed45,,input;read,deserialize;pickle;reject;serialization;validation,deserialize;input;pickle;read;serialization,0,2,2,2,2,True,True,False,False
CVE-2023-34462,Resource Exhaustion (Denial of Service),"io.netty.handler.ssl.SslClientHelloHandler.decode:void(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List)",decode,11.25,https://github.com/netty/netty/commit/535da17e45201ae4278c0479e6162bb4127d4c32,True,downloaded,https://github.com/netty/netty/commit/535da17e45201ae4278c0479e6162bb4127d4c32.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/535da17e45201ae4278c0479e6162bb4127d4c32.patch_fd21dfd7414f7521.patch,13443,30dbc0992e7cdbfe7bba37ebcbf723bc89f13ccc5d72370b4c753d2512334144,,buffer;byte;channel;client;context;decode;handler;hello;list;netty,check;limit;reject;validate,byte;decode,10,2,1,1,0,True,True,True,True
CVE-2023-34602,SQL Injection,org.jeecg.common.util.security.AbstractQueryBlackListHandler.getQueryTableInfo:java.util.List(java.lang.String),getQueryTableInfo,12.25,https://github.com/jeecgboot/JeecgBoot/commit/dd7bf104e7ed59142909567ecd004335c3442ec5,True,downloaded,https://github.com/jeecgboot/JeecgBoot/commit/dd7bf104e7ed59142909567ecd004335c3442ec5.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/dd7bf104e7ed59142909567ecd004335c3442ec5.patch_b25cc0484674164d.patch,3218,3ec0ffe5a9832f7301b49452285ed806b8c3665c422580112f95488a2c83ac7f,,abstract;black;common;handler;info;jeecg;list;query;security;table,allowlist;validation,abstract;table,7,2,0,0,0,True,False,False,False
CVE-2023-37476,Path Travelsal,java.io.FileInputStream.<init>:void(java.io.File),<init>,12.25,https://github.com/OpenRefine/OpenRefine/commit/e9c1e65d58b47aec8cd676bd5c07d97b002f205e,False,fetch_failed,https://github.com/OpenRefine/OpenRefine/commit/e9c1e65d58b47aec8cd676bd5c07d97b002f205e.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/e9c1e65d58b47aec8cd676bd5c07d97b002f205e.patch_cb87e5420cc0b58b.patch,0,,TimeoutError: The read operation timed out,file;init;input;stream,base;block;canonical;directory;normalize;path;realpath;startswith;traversal,canonical;check;directory;file;normalize;path;realpath;startswith;traversal;validation,0,0,0,0,0,False,False,False,False
CVE-2023-37913,Path Travelsal,java.io.FileInputStream.<init>:void(java.io.File),<init>,12.25,https://github.com/xwiki/xwiki-platform/commit/45d182a4141ff22f3ff289cf71e4669bdc714544,True,downloaded,https://github.com/xwiki/xwiki-platform/commit/45d182a4141ff22f3ff289cf71e4669bdc714544.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/45d182a4141ff22f3ff289cf71e4669bdc714544.patch_ef5b651cbe1ea320.patch,124631,817dfee3a55213265c33ec96bcfb3e42982c8ea09fb931ce53fe61ab7a86d894,,file;init;input;stream,base;block;canonical;directory;normalize;path;realpath;startswith;traversal,canonical;check;directory;file;normalize;path;realpath;startswith;traversal;validation,3,4,5,5,3,True,True,True,True
CVE-2023-38992,SQL Injection,"org.jeecg.modules.system.service.ISysDictService.queryTreeList:java.util.List(java.util.Map,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,int)",queryTreeList,13.25,https://github.com/jeecgboot/jeecg-boot/commit/648e66d5ef1547a01ff77bf9875f960ca39bbe8e,True,downloaded,https://github.com/jeecgboot/jeecg-boot/commit/648e66d5ef1547a01ff77bf9875f960ca39bbe8e.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/648e66d5ef1547a01ff77bf9875f960ca39bbe8e.patch_85f57a50f00ecfbb.patch,1665,e138dcd22cfbea22aa37cdd203cd4cb7986bc90e7c80e89ab527e42262c98443,,dict;isys;jeecg;list;modules;query;service;system;tree,allowlist;external;reject;safe;validate,query,8,1,0,0,0,True,False,False,False
CVE-2023-39151,XSS (Cross-Site Scripting),"hudson.AbstractMarkupText.addMarkup:void(int,int,java.lang.String,java.lang.String)",addMarkup,12.25,https://github.com/jenkinsci/jenkins/1b9f1ccdbb7d00705b036d1332908fe52c2cd7ae,False,fetch_failed,https://github.com/jenkinsci/jenkins/1b9f1ccdbb7d00705b036d1332908fe52c2cd7ae.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/1b9f1ccdbb7d00705b036d1332908fe52c2cd7ae.patch_314d9fb3bdfbcca1.patch,0,,URLError: <urlopen error [Errno 104] Connection reset by peer>,abstract;hudson;markup;text,allow;allowlist;encode;escape;html;reject;safe;sanitize;script;validation;xss,encode;escape;html;markup;sanitize;script;text;xss,0,0,0,0,0,False,False,False,False
CVE-2023-39410,Deserialization of Untrusted Data,"org.apache.avro.io.DirectBinaryDecoder$ByteReader.read:java.nio.ByteBuffer(java.nio.ByteBuffer,long)",read,13.25,https://github.com/apache/avro/commit/a12a7e44ddbe060c3dc731863cad5c15f9267828,True,downloaded,https://github.com/apache/avro/commit/a12a7e44ddbe060c3dc731863cad5c15f9267828.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/a12a7e44ddbe060c3dc731863cad5c15f9267828.patch_e99b2ee90b530e40.patch,46755,ec290859555c9e5482b9850723cd4f7426f5a6d630a58f5a99f9d8707da3433c,,apache;avro;binary;buffer;byte;decoder;direct;long;read;reader,deserialize;pickle;safe;serialization;validation,avro;buffer;deserialize;pickle;read;serialization;validation,10,4,1,0,0,True,False,False,False
CVE-2023-40828,Path Travelsal,java.io.File.<init>:void(java.lang.String),<init>,13.25,https://github.com/pf4j/pf4j/commit/8e0aa198c4e652cfc1eb9e05ca9b64397f67cc72,True,downloaded,https://github.com/pf4j/pf4j/commit/8e0aa198c4e652cfc1eb9e05ca9b64397f67cc72.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/8e0aa198c4e652cfc1eb9e05ca9b64397f67cc72.patch_ea93ffaa379551ff.patch,4645,41a1af070e4a3a094a91639da11dcd650cd23fc70a1b24a3a119caf6ea337dd3,,file;init,base;canonical;directory;normalize;path;realpath;startswith;traversal,canonical;directory;escape;file;normalize;path;realpath;startswith;traversal;validation,1,3,4,4,0,True,True,True,True
CVE-2023-41034,XXE (Improper Restriction of XML External Entity Reference),javax.xml.validation.SchemaFactory.newSchema:javax.xml.validation.Schema(javax.xml.transform.Source),newSchema,13.25,https://github.com/eclipse-leshan/leshan/commit/29577d2879ba8e7674c3b216a7f01193fc7ae013,True,downloaded,https://github.com/eclipse-leshan/leshan/commit/29577d2879ba8e7674c3b216a7f01193fc7ae013.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/29577d2879ba8e7674c3b216a7f01193fc7ae013.patch_8bda36d16d10e1b4.patch,5328,197db6b9f285b99fea7d59ed1f31f1a7d22c0bfb7e0e888e0c523c8e41acbc95,,factory;javax;schema;source;transform;validation,doctype;entity;external;xml;xxe,doctype;entity;external;source;xml;xxe,4,2,5,5,1,True,True,True,True
CVE-2023-42809,Deserialization of Untrusted Data,java.io.ObjectInput.readObject:java.lang.Object(),readObject,11.25,https://github.com/redisson/redisson/commit/fe6a2571801656ff1599ef87bdee20f519a5d1fe,True,downloaded,https://github.com/redisson/redisson/commit/fe6a2571801656ff1599ef87bdee20f519a5d1fe.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/fe6a2571801656ff1599ef87bdee20f519a5d1fe.patch_d2200fe7a89607d2.patch,5143,8c6185511bf845a7533dc82a5336a3f2bee0a5710b0aac3da0c3db6be4a57175,,input;read,allow;deserialize;pickle;reject;serialization,deserialize;pickle;serialization,2,1,2,2,0,True,True,True,True
CVE-2023-46604,Deserialization of Untrusted Data,java.io.ObjectInput.readObject:java.lang.Object(),readObject,10.25,https://github.com/apache/activemq/commit/80089f9f476afab7d976f5fc37c5ab4aa0c2139d,True,downloaded,https://github.com/apache/activemq/commit/80089f9f476afab7d976f5fc37c5ab4aa0c2139d.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/80089f9f476afab7d976f5fc37c5ab4aa0c2139d.patch_efa8d1a79b742af6.patch,38058,b2672ac145072a795f73212da44b51d55f7305d0246507d3acc684c9db08bc2f,,input;read,allowlist;deserialize;pickle;reject;serialization,deserialize;pickle;serialization;validation,0,1,0,0,0,False,False,False,False
CVE-2023-49299,Improper Input Validation (Expression Injection),org.apache.dolphinscheduler.server.master.utils.SwitchTaskUtils.evaluate:boolean(java.lang.String),evaluate,12.25,https://github.com/apache/dolphinscheduler/commit/b5eddc0ce85d379080a51bf2162477f7d8c1b7d2,True,downloaded,https://github.com/apache/dolphinscheduler/commit/b5eddc0ce85d379080a51bf2162477f7d8c1b7d2.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/b5eddc0ce85d379080a51bf2162477f7d8c1b7d2.patch_55f88a968819f0c2.patch,11670,74f7617cee336fd8755a5fcdffecf7844e828647cc21649952eca06249b61da6,,apache;boolean;dolphinscheduler;evaluate;master;server;switch;task;utils,safe;validation,validation,8,0,0,0,0,True,False,False,False
CVE-2023-51747,XSS (Cross-Site Scripting),java.io.OutputStream.write:void(byte[]),write,12.25,https://github.com/apache/james-project/commit/d1ef102540e504c067b6c1721a6f1e7eee9c6fc6,True,downloaded,https://github.com/apache/james-project/commit/d1ef102540e504c067b6c1721a6f1e7eee9c6fc6.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/d1ef102540e504c067b6c1721a6f1e7eee9c6fc6.patch_df13c8c7f0c11ecb.patch,5751,78d2c1cd0422a0fd13202ff06287c0e76dec9aa4d259b24d40191515dab82efc,,byte;output;stream;write,encode;escape;html;sanitize;script;xss,byte;encode;escape;html;output;sanitize;script;stream;xss,3,3,0,0,0,True,False,False,False
CVE-2023-6134,XSS (Cross-Site Scripting),java.io.OutputStream.write:void(byte[]),write,10.75,https://github.com/keycloak/keycloak/commit/15a21bf8e4fb71f006ba9caf25b9c9d1d152cd20,True,downloaded,https://github.com/keycloak/keycloak/commit/15a21bf8e4fb71f006ba9caf25b9c9d1d152cd20.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/15a21bf8e4fb71f006ba9caf25b9c9d1d152cd20.patch_ec711bbcdef95454.patch,15165,f88983160b75147514a40f8f3f8651d02c53491b84d29ec3a4f0f20964b47c02,,byte;output;stream;write,encode;escape;html;safe;sanitize;script;xss,byte;encode;escape;html;sanitize;script;write;xss,0,1,2,1,0,False,True,True,False
CVE-2024-1300,Resource Exhaustion (Denial of Service),"io.vertx.core.net.impl.SslChannelProvider.sslContext:io.netty.handler.ssl.SslContext(java.lang.String,boolean,boolean,boolean)",sslContext,10.5,https://github.com/eclipse-vertx/vert.x/commit/3d9235cadf44df39a70dc75bddfe0b8fcbd6a683,True,downloaded,https://github.com/eclipse-vertx/vert.x/commit/3d9235cadf44df39a70dc75bddfe0b8fcbd6a683.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/3d9235cadf44df39a70dc75bddfe0b8fcbd6a683.patch_c8f6645bee83eb25.patch,9347,6cf0016e97521502912d39d3d598d786a68bb86f02038d53f66cd1e52dfe844c,,boolean;channel;context;core;handler;impl;netty;provider;vertx,check;limit;normalize;reject;validation,host;provider,9,2,1,0,0,True,False,False,False
CVE-2024-1597,SQL Injection,java.sql.PreparedStatement.executeQuery:java.sql.ResultSet(),executeQuery,12.25,https://github.com/pgjdbc/pgjdbc/commit/06abfb78a627277a580d4df825f210e96a4e14ee,True,downloaded,https://github.com/pgjdbc/pgjdbc/commit/06abfb78a627277a580d4df825f210e96a4e14ee.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/06abfb78a627277a580d4df825f210e96a4e14ee.patch_92e3e0fcf567191f.patch,13401,8240a0f7f94aea432afc0c23ed7634091824af05e9581f15f2228c9687ffe15b,,execute;prepared;query;result;statement,,authentication;query,5,1,0,0,0,True,False,False,False
CVE-2024-22399,Deserialization of Untrusted Data,io.seata.core.serializer.Serializer.deserialize:java.lang.Object(byte[]),deserialize,10.25,https://github.com/apache/incubator-seata/commit/d577cfc147f7d6615e458016671d7953816ed193,True,downloaded,https://github.com/apache/incubator-seata/commit/d577cfc147f7d6615e458016671d7953816ed193.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/d577cfc147f7d6615e458016671d7953816ed193.patch_bfa84e71adacf0bd.patch,5030,50c295e0be2459c99e23b084236e0c73ebf2cae9a9ad099151c2efe072e1e88c,,byte;core;deserialize;seata;serializer,authentication;deserialize;pickle;reject;safe;serialization;signature;validation,byte;deserialize;pickle;serialization;serializer,5,3,3,3,1,True,True,True,True
CVE-2024-22399-1,Deserialization of Untrusted Data,com.alibaba.com.caucho.hessian.io.Hessian2Input.readObject:java.lang.Object(),readObject,11.25,https://github.com/apache/incubator-seata/commit/736f2b936ad44c9cdda2a8b3dcc5884b3e0ff285,True,downloaded,https://github.com/apache/incubator-seata/commit/736f2b936ad44c9cdda2a8b3dcc5884b3e0ff285.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/736f2b936ad44c9cdda2a8b3dcc5884b3e0ff285.patch_ba14b518aa26acf9.patch,5202,d042afc083e66c2a90561681cc2a252ad5448fba950a2de95dc5312ac80d6b0a,,alibaba;caucho;hessian;hessian2input;read,deserialize;pickle;reject;serialization,deserialize;pickle;safe;serialization,4,0,0,0,0,True,False,False,False
CVE-2024-23642,XSS (Cross-Site Scripting),org.geoserver.wms.svg.SVGWriter.write:void(java.lang.String),write,10.75,https://github.com/geoserver/geoserver/commit/1b1835afbb9c282d1840786259aeda81c1d22b00,True,downloaded,https://github.com/geoserver/geoserver/commit/1b1835afbb9c282d1840786259aeda81c1d22b00.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/1b1835afbb9c282d1840786259aeda81c1d22b00.patch_d20b36b7d4ba010d.patch,7697,585332d5cb420b031520543ee648ba2a9b3d2368d9320184b25bcf63984378ea,,geoserver;svgwriter;write,encode;escape;html;sanitize;script;validation;xss,encode;escape;html;sanitize;script;write;xss,2,2,2,1,0,True,True,True,True
CVE-2024-28213,Deserialization of Untrusted Data,java.io.ObjectInputStream.readObject:java.lang.Object(),readObject,12.25,https://github.com/naver/ngrinder/commit/85efa4a075354e077a700262ef78e2e9119881bf,True,downloaded,https://github.com/naver/ngrinder/commit/85efa4a075354e077a700262ef78e2e9119881bf.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/85efa4a075354e077a700262ef78e2e9119881bf.patch_82e0274142b454a7.patch,4224,1d17b65711fade5d86cb88d059c08c343e036d8e580f76589fa8526f59b19721,,input;read;stream,allowlist;deserialize;pickle;reject;serialization,deserialize;pickle;serialization;stream,3,1,1,1,0,True,True,True,True
CVE-2024-36404,Improper Input Validation,"org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.getValue:java.lang.Object(java.lang.String,org.apache.commons.jxpath.ri.compiler.Expression)",getValue,13.25,https://github.com/geotools/geotools/commit/f0c9961dc4d40c5acfce2169fab92805738de5ea,False,fetch_failed,https://github.com/geotools/geotools/commit/f0c9961dc4d40c5acfce2169fab92805738de5ea.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/f0c9961dc4d40c5acfce2169fab92805738de5ea.patch_cf9808d4a7d4b397.patch,0,,URLError: <urlopen error [Errno 104] Connection reset by peer>,apache;commons;compiler;context;expression;impl;jxpath;reference,external,context;external,0,0,0,0,0,False,False,False,False
CVE-2024-37358,Resource Exhaustion (Denial of Service),"org.apache.james.imap.decode.main.DefaultImapDecoder.decode:org.apache.james.imap.api.ImapMessage(org.apache.james.imap.decode.ImapRequestLineReader,org.apache.james.imap.api.process.ImapSession)",decode,11.25,https://github.com/apache/james-project/commit/6dd3ad9ea1f6a9bc887d2c7af3f5aa30a60ec769,False,fetch_failed,https://github.com/apache/james-project/commit/6dd3ad9ea1f6a9bc887d2c7af3f5aa30a60ec769.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/6dd3ad9ea1f6a9bc887d2c7af3f5aa30a60ec769.patch_1e1d4d2033f6afb2.patch,0,,TimeoutError: The read operation timed out,apache;decode;decoder;default;imap;james;line;main;message;process;reader;request;session,check,imap;line;request,0,0,0,0,0,False,False,False,False
CVE-2024-49760,Path Travelsal,"java.io.File.<init>:void(java.io.File,java.lang.String)",<init>,13.25,https://github.com/OpenRefine/OpenRefine/commit/24d084052dc55426fe460f2a17524fd18d28b20c,True,downloaded,https://github.com/OpenRefine/OpenRefine/commit/24d084052dc55426fe460f2a17524fd18d28b20c.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/24d084052dc55426fe460f2a17524fd18d28b20c.patch_b18a3dd4dd0b1346.patch,3124,a6101060bb9faca6913da80475857d8c226c0dccfaf0b40b936f6d885e437e79,,file;init,base;canonical;directory;normalize;path;realpath;startswith;traversal;validation,base;canonical;directory;file;normalize;path;realpath;safe;startswith;traversal,1,2,4,4,1,True,True,True,True
CVE-2025-25193,Resource Exhaustion (Denial of Service),io.netty.handler.stream.ChunkedStream.readChunk:io.netty.buffer.ByteBuf(io.netty.buffer.ByteBufAllocator),readChunk,12.25,https://github.com/netty/netty/commit/d1fbda62d3a47835d3fb35db8bd42ecc205a5386,True,downloaded,https://github.com/netty/netty/commit/d1fbda62d3a47835d3fb35db8bd42ecc205a5386.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/d1fbda62d3a47835d3fb35db8bd42ecc205a5386.patch_2a4312637ad6ba40.patch,5349,6940cb6fef754cf9ad3949544838f100c0164d2c7cc8e01dc34737fbe2fc6d88,,allocator;buffer;byte;chunk;chunked;handler;netty;read;stream,safe,buffer;stream,5,2,0,0,0,True,False,False,False
CVE-2025-31129,Deserialization of Untrusted Data,java.io.ObjectInput.readObject:java.lang.Object(),readObject,10.25,https://github.com/jooby-project/jooby/commit/3e13562cf36d7407813eae464e0f4b598de15692,True,downloaded,https://github.com/jooby-project/jooby/commit/3e13562cf36d7407813eae464e0f4b598de15692.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/3e13562cf36d7407813eae464e0f4b598de15692.patch_35ea4fb1aa7ef98b.patch,45397,59606a1fb52a94f6751031321724cb69e4cc8ee0fc54fbf702ba197911b1e1e9,,input;read,allowlist;deserialize;pickle;safe;serialization;validation,deserialize;pickle;serialization,2,0,2,2,0,True,True,True,True
