case_id,case_kind,patch_task_id,metadata_task_id,gt_category,expected_admissible,objective_reason,provenance_consistent,metadata_oracle_validated,objective_positive_after_provenance,deepseek_ok,deepseek_attempt,deepseek_wall_seconds,deepseek_error,deepseek_prompt_tokens,deepseek_completion_tokens,deepseek_total_tokens,deepseek_cost_usd,parsed_ok,non_vacuous,uses_patch_specific_evidence,target_overlap,protection_overlap,candidate_gate,security_predicate,oracle_kind,vacuity_risk,deepseek_only_false_candidate,qgdca_qualified,qgdca_false_admission,qgdca_true_admission
base::CVE-2020-1937,base,CVE-2020-1937,CVE-2020-1937,SQL Injection,False,base_failed_patch_diff,True,False,False,True,1,1.93,,569,150,719,0.000122,True,False,False,apache;cube;kylin;query;querysystemcube;response;rest;service,allowlist;authorization;cube;query;reject;system,False,The querySystemCube function must reject queries for system cubes that are not in the allowlist.,static_predicate,high,False,False,False,False
base::CVE-2018-20059,base,CVE-2018-20059,CVE-2018-20059,XXE (Improper Restriction of XML External Entity Reference),True,base_true_patch_diff,True,True,True,True,1,1.79,,452,148,600,0.000105,True,True,True,bind;javax;unmarshal;unmarshaller;xml;xmlstreamreader,block;doctype;entity;external;xml;xxe,True,The Unmarshaller must have XML external entity processing disabled before unmarshalling from an XMLStreamReader.,static_predicate,low,False,True,False,True
adversarial::CVE-2022-0265::meta::CVE-2018-1309,adversarial_mismatched_positive_metadata,CVE-2022-0265,CVE-2018-1309,XXE (Improper Restriction of XML External Entity Reference),False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.09,,608,179,787,0.0001,True,True,True,apache;content;handler;nifi;parse;parser;source;standard,doctype;entity;external;parse;parser;xml;xxe,True,The XML parser must have the FEATURE_DISALLOW_DOCTYPE_DECL set to true before parsing any XML input.,static_predicate,low,True,False,False,False
adversarial::CVE-2023-34462::meta::CVE-2021-29506,adversarial_mismatched_positive_metadata,CVE-2023-34462,CVE-2021-29506,Resource Exhaustion (Denial of Service),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.62,,581,142,723,8.6e-05,True,True,False,getpointsfromrequest;graphhopper;http;javax;list;navigate;navigation;points,exhaustion;http;navigate;reject;request;resource;startswith,False,The function getPointsFromRequest must reject request parameters that start with a leading slash to prevent resource exhaustion.,static_predicate,low,False,False,False,False
adversarial::CVE-2022-31192::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2022-31192,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.7,,573,162,735,9e-05,True,True,True,,,False,"All user-controlled parameters (email, reqname, coment) obtained via request.getParameter are passed through StringEscapeUtils.escapeHtml4 before being used in output.",static_predicate,low,False,False,False,False
base::CVE-2021-33561,base,CVE-2021-33561,CVE-2021-33561,XSS (Cross-Site Scripting),True,base_true_patch_diff,True,True,True,True,1,2.12,,614,170,784,0.000134,True,True,True,attribute;javax;javax.servlet.servletrequest.setattribute;request;servlet;servletrequest;setattribute,attribute;encode;escape;html;request;script;xss,True,All user-controlled data passed to ServletRequest.setAttribute must be HTML-encoded or sanitized before being set as an attribute to prevent XSS.,security_rule,low,False,True,False,True
base::CVE-2020-11995,base,CVE-2020-11995,CVE-2020-11995,Deserialization of Untrusted Data,True,base_true_patch_diff,True,True,True,True,1,1.8,,620,130,750,0.000123,True,True,False,fastjson;fastjsonobjectinput;readobject,allowlist;deserialization;deserialize;fastjson;reject;untrusted,False,FastJsonObjectInput.readObject must reject deserialization of classes not in an allowlist.,security_rule,medium,False,False,False,False
adversarial::CVE-2023-22832::meta::CVE-2018-1309,adversarial_mismatched_positive_metadata,CVE-2023-22832,CVE-2018-1309,XXE (Improper Restriction of XML External Entity Reference),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.62,,681,135,816,9.8e-05,True,True,True,nifi;parse;parser;processing;source;xml,doctype;entity;external;parse;parser;xml;xxe,True,The parser must disable external entity processing to prevent XXE attacks.,static_predicate,low,True,False,False,False
adversarial::CVE-2022-0219::meta::CVE-2018-1309,adversarial_mismatched_positive_metadata,CVE-2022-0219,CVE-2018-1309,XXE (Improper Restriction of XML External Entity Reference),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.8,,477,179,656,8.2e-05,True,True,True,apache;content;handler;nifi;parse;parser;processing;source,doctype;entity;external;parse;parser;xml;xxe,True,"The XML parser must be configured to disable external entity processing (e.g., using a secure DocumentBuilderFactory) before parsing any XML input.",static_predicate,low,True,False,False,False
base::CVE-2020-9484,base,CVE-2020-9484,CVE-2020-9484,Path Travelsal,True,base_true_patch_diff,True,True,True,True,1,2.35,,586,184,770,0.000134,True,True,True,file;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,True,"Before accessing a file derived from a session id, the code must verify that the file's canonical path starts with the canonical path of the storage directory.",static_predicate,low,False,True,False,True
adversarial::CVE-2018-19859::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2018-19859,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.95,,549,189,738,9.5e-05,True,True,True,<init>;file;init;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,True,"When constructing a File from a user-controlled name under a base directory, the resulting file's normalized path must start with the normalized base directory path to prevent path traversal.",static_predicate,low,True,False,False,False
base::CVE-2023-34462,base,CVE-2023-34462,CVE-2023-34462,Resource Exhaustion (Denial of Service),True,base_true_patch_diff,True,True,True,True,1,1.78,,587,135,722,0.00012,True,True,True,bytebuf;channelhandlercontext;client;decode;hello,decode;exhaustion;limit;resource,True,The decode method must enforce a maximum length on the client hello message to prevent resource exhaustion.,static_predicate,low,False,True,False,True
adversarial::CVE-2019-5312::meta::CVE-2018-1309,adversarial_mismatched_positive_metadata,CVE-2019-5312,CVE-2018-1309,XXE (Improper Restriction of XML External Entity Reference),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.78,,629,190,819,0.000106,True,True,True,apache;content;handler;nifi;org;parse;parser;source,doctype;entity;external;parse;parser;xml;xxe,True,"DocumentBuilderFactory.setFeature(""http://apache.org/xml/features/disallow-doctype-decl"", true) is called before parsing XML input to prevent XXE.",static_predicate,low,True,False,False,False
base::CVE-2022-25845,base,CVE-2022-25845,CVE-2022-25845,Deserialization of Untrusted Data,False,base_failed_patch_diff,True,False,False,True,1,1.73,,571,151,722,0.000122,True,True,False,alibaba;boolean;class;fastjson;load;loadclass;loader;utils,allowlist;block;class;deserialization;deserialize;fastjson;pickle;serialization,False,The loadClass method must reject deserialization of classes not in an explicit allowlist.,static_predicate,low,False,False,False,False
base::CVE-2023-29202,base,CVE-2023-29202,CVE-2023-29202,XSS (Cross-Site Scripting),False,base_failed_patch_diff,True,False,False,True,1,2.22,,570,139,709,0.000119,True,True,False,abstractblock;rendering;setparameter;xwiki,encode;escape;html;script;xss,False,AbstractBlock.setParameter must HTML-encode or sanitize the parameter value before storing it to prevent XSS.,static_predicate,medium,False,False,False,False
adversarial::CVE-2021-4178::meta::CVE-2020-17532,adversarial_mismatched_positive_metadata,CVE-2021-4178,CVE-2020-17532,Deserialization of Untrusted Data,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.74,,446,135,581,6.5e-05,True,True,True,inputstream;java;loadall;yaml,deserialization;deserialize;untrusted;yaml,True,Yaml instance uses SafeConstructor to restrict deserialization of arbitrary Java classes,static_predicate,low,True,False,False,False
base::CVE-2020-17532,base,CVE-2020-17532,CVE-2020-17532,Deserialization of Untrusted Data,True,base_true_patch_diff,True,True,True,True,1,1.41,,561,138,699,8.2e-05,True,True,True,loadall;yaml,deserialization;deserialize;yaml,True,Yaml.loadAll is called with SafeConstructor to prevent arbitrary object deserialization,static_predicate,low,False,True,False,True
base::CVE-2023-33202,base,CVE-2023-33202,CVE-2023-33202,Resource Exhaustion (Denial of Service),False,base_failed_patch_diff,True,False,False,True,1,1.87,,604,134,738,0.000122,True,True,True,asn1primitive;asn1set;bouncycastle;toderobject,asn1set;encode;exhaustion;resource,True,ASN1Set.toDERObject must not cause resource exhaustion when encoding unsorted sets with many elements,static_predicate,medium,True,False,False,False
base::CVE-2021-21605,base,CVE-2021-21605,CVE-2021-21605,Path Travelsal,True,base_true_patch_diff,True,True,True,True,1,2.36,,572,180,752,0.00013,True,True,True,<init>;file;init;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,True,"When constructing a File from a user-controlled node name, the node name must be validated by Jenkins.checkGoodName to prevent path traversal.",security_rule,low,False,True,False,True
base::CVE-2021-44228,base,CVE-2021-44228,CVE-2021-44228,Expression Language Injection (JNDI Injection),False,base_failed_patch_diff,True,False,False,True,1,2.0,,579,163,742,0.000127,True,True,True,dircontext;directory;javax;javax.naming.directory.dircontext.lookup;lookup;naming,directory;injection;javax;jndi;lookup;naming,True,"JNDI lookup must be restricted to allowed LDAP classes, hosts, and protocols to prevent remote code execution via JNDI injection.",security_rule,low,True,False,False,False
adversarial::CVE-2021-33036::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2021-33036,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.14,,518,205,723,9.5e-05,True,True,False,file;init;java;java.io.file;java.io.file.<init>,base;canonical;directory;file;normalize;path;realpath;startswith,False,"When constructing a java.io.File from a base directory and a child path, the child path must be validated to ensure it does not escape the base directory, typically by canonicalizing both paths and checking that the child's canonical path starts with the base's canonical path.",security_rule,low,False,False,False,False
base::CVE-2024-1300,base,CVE-2024-1300,CVE-2024-1300,Resource Exhaustion (Denial of Service),False,base_failed_patch_diff,True,False,False,True,1,1.63,,603,129,732,0.000121,True,True,True,sslcontext,,False,The sslClientContext method must not return a null SslContext when serverName is null.,static_predicate,low,False,False,False,False
adversarial::CVE-2023-38992::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2023-38992,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.71,,509,175,684,8.5e-05,True,False,False,file;init;java;java.io.file.<init>,base;canonical;directory;file;normalize;path;realpath;startswith,False,The path constructed from user input must be validated to start with a canonical base directory before being used in file operations.,static_predicate,high,False,False,False,False
adversarial::CVE-2022-34170::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2022-34170,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.45,,595,126,721,8.3e-05,True,True,True,,escape;xss,False,The featureName attribute is escaped via h.escape() before being used in altText.,static_predicate,low,False,False,False,False
adversarial::CVE-2023-33202::meta::CVE-2021-29506,adversarial_mismatched_positive_metadata,CVE-2023-33202,CVE-2021-29506,Resource Exhaustion (Denial of Service),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.86,,605,164,769,9.5e-05,True,True,True,resource,exhaustion;resource,True,"The ASN1Set constructor must not set isSorted to true when elements are unsorted, to prevent resource exhaustion from repeated sorting.",static_predicate,low,True,False,False,False
base::CVE-2022-0219,base,CVE-2022-0219,CVE-2022-0219,XXE (Improper Restriction of XML External Entity Reference),False,base_failed_patch_diff,True,False,False,True,1,1.96,,461,155,616,0.000108,True,True,True,document;documentbuilder;dom;inputsource;javax;javax.xml.parsers.documentbuilder.parse;org;org.w3c.dom.document,doctype;entity;external;parse;xml;xxe,True,DocumentBuilder is created via XmlSecurity.getSecureDbf() which disables external entity processing,static_predicate,low,True,False,False,False
adversarial::CVE-2024-49760::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2024-49760,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.77,,535,151,686,8.2e-05,True,True,True,<init>;file;init;java;java.io.file,canonical;directory;file;normalize;path;startswith;traversal,True,"The patch adds a check that the normalized absolute path of the constructed File starts with the normalized absolute path of the langs directory, preventing directory traversal.",static_predicate,low,True,False,False,False
base::CVE-2020-2223,base,CVE-2020-2223,CVE-2020-2223,XSS (Cross-Site Scripting),True,base_true_patch_diff,True,True,True,True,1,1.87,,604,153,757,0.000127,True,True,True,addmarkup;hudson;markup;text,escape;html;markup;xss,True,The url parameter passed to text.addMarkup must be HTML-escaped using Util.escape before being embedded in the href attribute.,static_predicate,low,False,True,False,True
base::CVE-2023-51747,base,CVE-2023-51747,CVE-2023-51747,XSS (Cross-Site Scripting),False,base_failed_patch_diff,True,False,False,True,1,1.71,,588,143,731,0.000122,True,False,False,byte;java;java.io.outputstream.write;outputstream;stream;write,byte;encode;escape;html;stream;xss,False,Data written to OutputStream must be HTML-encoded or escaped before being written to prevent XSS.,static_predicate,high,False,False,False,False
base::CVE-2023-37913,base,CVE-2023-37913,CVE-2023-37913,Path Travelsal,True,base_true_patch_diff,True,True,True,True,1,2.44,,547,185,732,0.000128,True,True,True,file;fileinputstream;init;java;java.io.fileinputstream.<init>;stream,base;block;canonical;directory;file;normalize;path;realpath,True,The file path passed to FileInputStream constructor must be canonicalized and checked to start with the allowed base directory to prevent path traversal.,static_predicate,low,False,True,False,True
adversarial::CVE-2019-17091::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2019-17091,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.71,,429,128,557,6.1e-05,True,True,True,writer,encode;escape;html;writer;xss,True,The writer must call writeText() instead of write() to ensure HTML encoding of window.getId() output.,static_predicate,low,True,False,False,False
base::CVE-2021-3312,base,CVE-2021-3312,CVE-2021-3312,XXE (Improper Restriction of XML External Entity Reference),True,base_true_patch_diff,True,True,True,True,1,1.84,,608,134,742,0.000123,True,True,True,,entity;external;reference,False,CmsXmlEntityResolver.resolveEntity must not return null without logging an error for disallowed external entities,static_predicate,low,False,False,False,False
base::CVE-2022-31197,base,CVE-2022-31197,CVE-2022-31197,SQL Injection,False,base_failed_patch_diff,True,False,False,True,1,1.66,,565,141,706,0.000119,True,True,True,executequery;resultset;sql,injection;sql,True,All column names and primary key names used in refreshRow must be escaped via Utils.escapeIdentifier before being concatenated into selectSQL.,static_predicate,low,True,False,False,False
adversarial::CVE-2024-1300::meta::CVE-2021-29506,adversarial_mismatched_positive_metadata,CVE-2024-1300,CVE-2021-29506,Resource Exhaustion (Denial of Service),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.53,,596,145,741,8.9e-05,True,True,False,getpointsfromrequest;graphhopper;http;javax;list;navigate;navigation;points,exhaustion;http;navigate;reject;request;resource;startswith,False,The function getPointsFromRequest must reject HTTP request parameters that do not start with a valid prefix to prevent resource exhaustion.,static_predicate,low,False,False,False,False
adversarial::CVE-2018-18240::meta::CVE-2020-17532,adversarial_mismatched_positive_metadata,CVE-2018-18240,CVE-2020-17532,Deserialization of Untrusted Data,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.49,,566,143,709,8.4e-05,True,True,True,iterable;load;snakeyaml;stream;yaml,deserialization;deserialize;pickle;serialization;yaml,True,WhitelistObjectInputStream checks class name against whitelist before deserialization,static_predicate,low,True,False,False,False
adversarial::CVE-2020-2229::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2020-2229,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.64,,594,171,765,9.6e-05,True,True,False,body;bodywriter;errorpagerenderer;internal;page;print;ratpack;renderer,encode;escape;html;page;print;script;writer;xss,False,The ErrorPageRenderer.BodyWriter.print method must HTML-encode user-controlled input before writing to the response body.,static_predicate,low,False,False,False,False
base::CVE-2022-47894,base,CVE-2022-47894,CVE-2022-47894,Improper Input Validation (Expression Injection),True,base_true_patch_diff,True,True,True,True,1,1.7,,567,118,685,0.000112,True,True,False,evaluate;expression;javax;namespace;qname;xpath,expression;external;xpath,False,The XPath expression must be validated against external input before being evaluated.,static_predicate,low,False,False,False,False
adversarial::CVE-2020-2223::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2020-2223,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.59,,615,138,753,9e-05,True,True,True,,escape;html,False,The url parameter passed to addMarkup must be HTML-escaped before being inserted into the href attribute.,static_predicate,low,False,False,False,False
adversarial::CVE-2018-12432::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2018-12432,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.69,,471,158,629,7.5e-05,True,True,True,,xss,False,The message argument passed to writeDirectly inside alert() must be encoded with both javascriptEncode and htmlEncodeButNotSpace to prevent XSS.,static_predicate,low,False,False,False,False
base::CVE-2018-1000407,base,CVE-2018-1000407,CVE-2018-1000407,XSS (Cross-Site Scripting),False,base_failed_patch_diff,True,False,False,True,1,1.62,,547,142,689,0.000116,True,True,True,byte;java;java.io.outputstream.write;outputstream;stream;void;write,,False,The wrapper parameter is validated against a regex before being written to the output stream.,static_predicate,low,False,False,False,False
base::CVE-2021-3856,base,CVE-2021-3856,CVE-2021-3856,Path Travelsal,True,base_true_patch_diff,True,True,True,True,1,2.1,,526,161,687,0.000119,True,True,True,classloader;getresourceasstream;resource,path;resource;startswith;traversal,True,The method getResourceAsStream must validate that the resolved resource URL path starts with the root resource URL path to prevent path traversal.,static_predicate,low,False,True,False,True
base::CVE-2022-31194,base,CVE-2022-31194,CVE-2022-31194,Path Travelsal,True,base_true_patch_diff,True,True,True,True,1,2.17,,538,176,714,0.000125,True,True,True,<init>;file;init;java,base;canonical;directory;escape;file;normalize;path;realpath,True,The canonical path of the file must start with the canonical path of the base directory to prevent path traversal.,static_predicate,low,False,True,False,True
base::CVE-2021-43859,base,CVE-2021-43859,CVE-2021-43859,Resource Exhaustion (Denial of Service),False,base_failed_patch_diff,True,False,False,True,1,2.31,,569,142,711,0.000119,True,True,True,converters;hierarchical;holder;reader;unmarshal;xstream,denial;exhaustion;nan;service,True,XStream unmarshal must reject NaN values to prevent CPU exhaustion denial of service.,security_rule,low,True,False,False,False
adversarial::CVE-2022-31195::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2022-31195,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.9,,537,166,703,8.7e-05,True,True,True,<init>;file;init;java;java.io.file,canonical;directory;file;path;traversal,True,"Before constructing a File from a zip entry name and a destination directory, the canonical path of the resulting file must be checked to ensure it starts with the canonical path of the destination directory.",static_predicate,low,True,False,False,False
